Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,BP,Comm,Graph
GO_Biological_Process_2018,Golgi organization (GO:0007030),18/121,0.00028115,0.005822073,0,0,2.794473488,22.84935498,RAB2A;ARFGEF1;PRMT5;RAB1A;ATL2;ARL1;YWHAZ;SYNE1;CDC42;NSFL1C;PDCD10;GORASP2;TRAPPC11;TMED2;VAMP4;ARHGEF7;OPTN;CLASP2,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,glycerophospholipid biosynthetic process (GO:0046474),22/164,0.000288908,0.005938983,0,0,2.480733457,20.21649208,MTMR1;MTMR2;CSNK2A1;AGK;PLEKHA2;CSNK2A2;DDHD2;OCRL;PIK3R1;PIK3CB;MTMR4;INPP4A;FIG4;GNPAT;PTDSS1;INPP5F;SYNJ1;RAB14;PIP4K2C;GPD1L;RAB5A;CDS2,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,iron ion homeostasis (GO:0055072),12/63,0.000290358,0.005938983,0,0,3.753701481,30.57162855,ATP6V1A;ATP6V1G1;CAND1;NDFIP1;UBB;UBC;CUL1;FBXL5;ISCU;SKP1;SOD1;PICALM,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,pyruvate metabolic process (GO:0006090),10/46,0.000301349,0.006126195,0,0,4.427466516,35.89454751,LDHB;PDHX;GLO1;PGAM1;PGK1;PDHB;DLAT;BPGM;PFKM;DLD,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,positive regulation of calcium ion transmembrane transporter activity (GO:1901021),6/17,0.000304159,0.006145858,0,0,8.676049838,70.25830062,GSTO1;AKAP6;ANK2;ATP1B1;CALM1;CALM2,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,NADH dehydrogenase complex assembly (GO:0010257),12/64,0.00033832,0.006714037,0,0,3.681318681,29.41932821,NDUFA8;COA1;NDUFB6;NDUFA5;NDUFB5;NDUFAF4;NDUFS4;NDUFB3;NDUFAF5;TMEM126B;NDUFAF1;NDUFV2,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,mitochondrial respiratory chain complex I biogenesis (GO:0097031),12/64,0.00033832,0.006714037,0,0,3.681318681,29.41932821,NDUFA8;COA1;NDUFB6;NDUFA5;NDUFB5;NDUFAF4;NDUFS4;NDUFB3;NDUFAF5;TMEM126B;NDUFAF1;NDUFV2,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,mitochondrial respiratory chain complex I assembly (GO:0032981),12/64,0.00033832,0.006714037,0,0,3.681318681,29.41932821,NDUFA8;COA1;NDUFB6;NDUFA5;NDUFB5;NDUFAF4;NDUFS4;NDUFB3;NDUFAF5;TMEM126B;NDUFAF1;NDUFV2,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,proteasomal ubiquitin-independent protein catabolic process (GO:0010499),7/24,0.000362595,0.007086894,0,0,6.55302087,51.91450312,PSMA5;PSMA6;PSMB7;PSMA3;PSMB4;PSMA1;PSMB1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,cellular response to heat (GO:0034605),10/47,0.000362657,0.007086894,0,0,4.307575827,34.12484871,YWHAE;HSPA9;SUMO1;HSBP1;PDCD6;HSF2;HIKESHI;RBBP7;HSPA14;HSPA13,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,cellular transition metal ion homeostasis (GO:0046916),15/93,0.000365611,0.007086894,0,0,3.071348941,24.30647664,ATP6V1A;APP;PRNP;ATP6V1G1;SLC30A9;NDFIP1;CUL1;SOD1;CAND1;UBB;UBC;SLC39A6;FBXL5;ISCU;SKP1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,proteolysis involved in cellular protein catabolic process (GO:0051603),15/93,0.000365611,0.007086894,0,0,3.071348941,24.30647664,VCP;PDCD6IP;NGLY1;RNF41;PSMA5;PSMA6;PSMB7;PSMA3;PSMB4;PSMA1;CTSL;UBC;PSMB1;YME1L1;CUL4B,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,"regulation of alternative mRNA splicing, via spliceosome (GO:0000381)",9/39,0.000374328,0.007144439,0,0,4.77913486,37.70918483,SMU1;DDX5;MBNL2;WTAP;THRAP3;MAGOH;HNRNPU;HNRNPA1;RBMX,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,protein maturation by iron-sulfur cluster transfer (GO:0097428),4/7,0.000375008,0.007144439,0,0,21.18130631,167.0900723,NFU1;ISCA1;GLRX3;ISCU,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,rRNA-containing ribonucleoprotein complex export from nucleus (GO:0071428),4/7,0.000375008,0.007144439,0,0,21.18130631,167.0900723,NPM1;TSC1;ABCE1;RAN,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),41/396,0.000390222,0.007350277,0,0,1.858459914,14.58667192,CEP57;ATP6V1A;NCKAP1;PIK3CB;PIK3R1;WASL;CDC42;PAK1;UBB;POLR2B;POLR2C;STMN1;CHN1;UBC;MAPK1;AP3S1;HNRNPA1;ATP6V1E1;ATP6V1D;POLR2K;ATP6V1C1;JAK1;ACTR3;ACTR2;EPHA4;ATP6V1G1;ATP6V1G2;NCBP2;AP2B1;MAPK14;NELL2;ARPC2;RAB14;ARPC3;RASA1;ABI1;ATP6V1B2;ELMO2;GRB2;ARHGEF7;CDK5R1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,cellular iron ion homeostasis (GO:0006879),11/56,0.00038995,0.007350277,0,0,3.89761163,30.59426658,ATP6V1A;ATP6V1G1;CAND1;NDFIP1;UBB;UBC;CUL1;FBXL5;ISCU;SKP1;SOD1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,cargo loading into COPII-coated vesicle (GO:0090110),5/12,0.000408494,0.00756621,0,0,11.35430504,88.59803077,RAB1A;SEC23A;SAR1A;SEC24C;SEC31A,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,Golgi localization (GO:0051645),5/12,0.000408494,0.00756621,0,0,11.35430504,88.59803077,CDC42;PDCD10;COPG1;YWHAZ;ARCN1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,pre-mRNA cleavage required for polyadenylation (GO:0098789),5/12,0.000408494,0.00756621,0,0,11.35430504,88.59803077,NUDT21;CPSF7;CPSF6;NCBP2;CSTF2T,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,regulation of telomerase RNA localization to Cajal body (GO:1904872),6/18,0.000433407,0.007939453,0,0,7.952622673,61.58377625,CCT6A;CCT2;TCP1;CCT8;CCT5;CCT4,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,negative regulation of calcium-mediated signaling (GO:0050849),6/18,0.000433407,0.007939453,0,0,7.952622673,61.58377625,PRNP;GSTO1;ATP2B4;ITPR1;CALM1;CALM2,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,cellular response to amino acid stimulus (GO:0071230),8/32,0.000442048,0.008009712,0,0,5.307344633,40.9944224,RRAGA;CPEB1;LARS;RRAGB;LAMTOR3;MTOR;IPO5;LAMTOR5,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,phagosome maturation (GO:0090382),8/32,0.000442048,0.008009712,0,0,5.307344633,40.9944224,ATP6V1A;ATP6V1G1;ATP6V1G2;ATP6V1B2;ATP6V1E1;ATP6V1D;ATP6V1C1;RAB7A,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,tRNA aminoacylation (GO:0043039),9/40,0.000457826,0.008250774,0,0,4.624722975,35.55959001,NARS;KARS;LARS;PPA1;RARS;GATB;IARS;EPRS;EEF1E1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,G2/M transition of mitotic cell cycle (GO:0000086),18/126,0.000465605,0.008345838,0,0,2.664387464,20.4416433,YWHAE;CEP57;KHDRBS1;CUL1;DYNLL1;ARPP19;CKAP5;PPP1CB;UBB;PRKAR2B;UBC;FGFR1OP;BTRC;PPP1R12B;CDK14;OPTN;SKP1;PAFAH1B1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,positive regulation of peptidyl-threonine phosphorylation (GO:0010800),7/25,0.000477969,0.008476322,0,0,6.188634867,47.3180837,APP;CAB39;PRKAG2;MAPK1;CALM1;UBE2K;CALM2,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,regulation of potassium ion transmembrane transporter activity (GO:1901016),7/25,0.000477969,0.008476322,0,0,6.188634867,47.3180837,YWHAE;CAB39;ACTN2;FHL1;STK39;ANK2;ATP1B1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,RNA splicing (GO:0008380),16/106,0.000509001,0.008978885,0,0,2.839893819,21.53508697,NCBP2;NONO;MTERF4;LSM1;SMU1;PPP2CA;SFPQ;PRPF18;MAGOH;SRSF2;DHX15;SNRPA1;SNRPD3;TARDBP;SF3B1;BCAS2,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,cell cycle G2/M phase transition (GO:0044839),18/127,0.000512984,0.009001523,0,0,2.639802399,19.99720397,YWHAE;CEP57;KHDRBS1;CUL1;DYNLL1;ARPP19;CKAP5;PPP1CB;UBB;PRKAR2B;UBC;FGFR1OP;BTRC;PPP1R12B;CDK14;OPTN;SKP1;PAFAH1B1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,ubiquitin-dependent ERAD pathway (GO:0030433),11/58,0.000534851,0.009287465,0,0,3.731358123,28.11026986,VCP;PSMC5;RNF103;PSMC6;SEL1L;PSMC2;DNAJC10;DERL1;DNAJB9;UBE4B;UBQLN2,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,post-Golgi vesicle-mediated transport (GO:0006892),11/58,0.000534851,0.009287465,0,0,3.731358123,28.11026986,TGOLN2;ARFGEF2;VAMP7;RAB14;GOSR2;ARL3;EXOC6B;MYO5A;SCAMP1;EPS15;VTI1B,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,ERAD pathway (GO:0036503),13/77,0.000564005,0.009729255,0,0,3.241010638,24.24421194,VCP;TOR1A;SEL1L;DERL1;UBE4B;PSMC5;RNF103;PSMC6;RNF139;PSMC2;DNAJC10;DNAJB9;UBQLN2,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,mitochondrial translation (GO:0032543),16/107,0.000566129,0.009729255,0,0,2.808536174,20.99854841,MRPS28;MRPS27;MRPS35;MRPS22;MRPS33;MTERF4;MRPL16;MRPL49;MRPS10;GATB;MRPL15;MRPS30;MRPL35;MRPL44;MRPL3;DAP3,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,mitochondrial respiratory chain complex assembly (GO:0033108),15/97,0.00058023,0.009883679,0,0,2.92090325,21.76682325,NDUFA8;COA1;UQCRB;NDUFB6;NDUFA5;NDUFB5;UQCC1;NDUFB3;TTC19;NDUFAF4;NDUFAF5;NDUFS4;TMEM126B;NDUFAF1;NDUFV2,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,mitochondrial translational elongation (GO:0070125),14/87,0.000581044,0.009883679,0,0,3.061142097,22.80760195,MRPS28;MRPS27;MRPS35;MRPS22;MRPS33;MRPL49;MRPL16;MRPS10;MRPL15;MRPS30;MRPL35;MRPL44;MRPL3;DAP3,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,cytosolic transport (GO:0016482),17/118,0.000599613,0.010147767,0,0,2.689475865,19.95382895,BECN1;AKTIP;GOSR2;CLTC;ARL1;LMTK2;VPS26A;TGOLN2;RAB14;AP1G1;VPS35;RAB6A;RAB6B;RAB5A;EPS15;VTI1B;RAB7A,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,peptidyl-threonine phosphorylation (GO:0018107),12/68,0.000602738,0.010149137,0,0,3.417638484,25.33846601,MAP2K1;MAPK8;CSNK2A1;TNKS;DYRK1A;STK39;LMTK2;MAPK1;NLK;DCLK1;CAMKK2;CDK5R1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,mRNA cleavage involved in mRNA processing (GO:0098787),5/13,0.000631417,0.010219139,0,0,9.934488588,73.19279008,NUDT21;CPSF7;CPSF6;NCBP2;CSTF2T,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,cellular response to nitrogen levels (GO:0043562),5/13,0.000631417,0.010219139,0,0,9.934488588,73.19279008,BECN1;GABARAPL2;GABARAPL1;MAP1LC3B;ATG5,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,endoplasmic reticulum tubular network organization (GO:0071786),5/13,0.000631417,0.010219139,0,0,9.934488588,73.19279008,REEP1;RTN3;ARL6IP1;ATL2;RTN4,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,regulation of acetyl-CoA biosynthetic process from pyruvate (GO:0010510),5/13,0.000631417,0.010219139,0,0,9.934488588,73.19279008,PDP1;PDHX;PDHB;DLAT;DLD,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,regulation of acyl-CoA biosynthetic process (GO:0050812),5/13,0.000631417,0.010219139,0,0,9.934488588,73.19279008,PDP1;PDHX;PDHB;DLAT;DLD,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,cellular response to nitrogen starvation (GO:0006995),5/13,0.000631417,0.010219139,0,0,9.934488588,73.19279008,BECN1;GABARAPL2;GABARAPL1;MAP1LC3B;ATG5,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,"DNA-templated transcription, elongation (GO:0006354)",16/108,0.000628658,0.010219139,0,0,2.777860217,20.47817309,GTF2A1;SUPT16H;CCNT2;NCBP2;GTF2B;SUPT4H1;ELP1;WDR61;GTF2H1;ELP3;ERCC3;POLR2B;POLR2C;TAF7;ELOC;POLR2K,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,protein phosphorylation (GO:0006468),46/470,0.000617207,0.010219139,0,0,1.746869114,12.90989637,APP;GMFB;CAB39;TNKS;STK39;PIK3CB;NLK;TTBK2;CAMKK2;MAPK9;NUAK1;PPP3CB;PAK1;MAPK8;AKT3;TLK1;MAPK1;MAPK6;PRKACB;MAP3K7;MAP4K3;JAK1;MARK1;CDK17;CSNK1G3;EPHA4;PRKCI;MAP2K1;CSNK2A1;DAPK1;PRKCE;EIF2AK1;ELP1;DYRK1A;LMTK2;GTF2H1;MAPK14;MTOR;DCLK1;MAPK10;ABI2;STK24;ABI1;FAM20B;CDK14;CDK5R1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,positive regulation of protein localization to nucleus (GO:1900182),9/42,0.000670844,0.010804794,0,0,4.343974092,31.74130847,CCT6A;CCT2;TCP1;KAT7;PARK7;CCT8;CCT5;IPO5;CCT4,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,positive regulation of ryanodine-sensitive calcium-release channel activity (GO:0060316),4/8,0.00071471,0.011293098,0,0,15.88513514,115.0660968,GSTO1;AKAP6;CALM1;CALM2,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,positive regulation of TORC1 signaling (GO:1904263),4/8,0.00071471,0.011293098,0,0,15.88513514,115.0660968,RRAGA;SEH1L;RRAGB;LARS,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,establishment of integrated proviral latency (GO:0075713),4/8,0.00071471,0.011293098,0,0,15.88513514,115.0660968,XRCC6;XRCC5;PSIP1;PPIA,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,establishment of Golgi localization (GO:0051683),4/8,0.00071471,0.011293098,0,0,15.88513514,115.0660968,CDC42;PDCD10;COPG1;YWHAZ,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,mitochondrial translational termination (GO:0070126),14/89,0.000734312,0.01154809,0,0,2.97919364,21.49958034,MRPS28;MRPS27;MRPS35;MRPS22;MRPS33;MRPL49;MRPL16;MRPS10;MRPL15;MRPS30;MRPL35;MRPL44;MRPL3;DAP3,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,positive regulation of establishment of protein localization to mitochondrion (GO:1903749),16/110,0.000771564,0.012076973,0,0,2.718466342,19.48349452,YWHAE;GLS2;UBE2D3;CSNK2A2;HUWE1;WBP11;DYNLL1;YWHAZ;NPEPPS;PSMB7;PPP3R1;MAPK8;YWHAQ;FAM20B;SAE1;YWHAH,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,negative regulation of microtubule polymerization or depolymerization (GO:0031111),7/27,0.000795506,0.012335894,0,0,5.569178662,39.74462208,STMN1;DYRK1A;FGF13;CAMSAP1;TTBK2;SNCA;CLASP2,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,cargo loading into vesicle (GO:0035459),7/27,0.000795506,0.012335894,0,0,5.569178662,39.74462208,RAB1A;SEC23A;SAR1A;TMED2;SEC24C;SEC31A;PICALM,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,negative regulation of ERBB signaling pathway (GO:1901185),9/43,0.000804288,0.01241434,0,0,4.215985631,30.04122777,CDC42;TSG101;UBB;UBC;GRB2;STAM;ARHGEF7;EPS15;SH3GL2,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,regulation of microtubule polymerization (GO:0031113),8/35,0.000844019,0.012849132,0,0,4.716886378,33.38298677,PAK1;MAP2;STMN1;PRUNE1;DYRK1A;CAMSAP1;SNCA;CDK5R1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,regulation of phosphoprotein phosphatase activity (GO:0043666),8/35,0.000844019,0.012849132,0,0,4.716886378,33.38298677,PPP1R2;NUAK1;TIPRL;AKAP6;TSC1;CALM1;CALM2;MTOR,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,positive regulation of telomerase activity (GO:0051973),8/35,0.000844019,0.012849132,0,0,4.716886378,33.38298677,CCT2;TNKS;XRCC5;TCP1;HNRNPA2B1;HNRNPD;MAPK1;CCT4,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,neuron development (GO:0048666),19/144,0.000892677,0.013528114,0,0,2.429789564,17.06024692,APP;GPM6A;CNTNAP2;TOR1A;ARL3;CAMSAP1;RAB11A;MAPK10;MAPK9;MAPK8;VAPA;MAP2;TDP2;STMN1;PPT1;ATXN10;MAPRE2;SH3GL2;CDK5R1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,mitochondrion organization (GO:0007005),21/167,0.000929538,0.013969285,0,0,2.300630348,16.06029311,TOMM70;BNIP3L;ALAS1;BNIP3;PARK7;MFF;TOMM20;GDAP1;TMEM70;TOMM22;PRDX3;DNM3;AFG3L2;OPA1;AKT3;TIMM17A;YME1L1;CYCS;SSBP1;DNM1L;SLC25A36,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,metallo-sulfur cluster assembly (GO:0031163),5/14,0.000934358,0.013969285,0,0,8.830186907,61.59629861,HSPA9;NFU1;ISCA1;CIAPIN1;ISCU,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,clathrin coat assembly (GO:0048268),5/14,0.000934358,0.013969285,0,0,8.830186907,61.59629861,NSG2;CLTC;NSG1;EPS15;PICALM,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,regulation of translational initiation (GO:0006446),11/62,0.000960925,0.014302332,0,0,3.43796958,23.88568786,EIF4A2;KHDRBS1;CDC123;NPM1;NCBP2;DDX1;EIF1B;EIF4G3;EIF4B;EIF4G2;PAIP1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,peptidyl-serine phosphorylation (GO:0018105),19/145,0.00097138,0.014393688,0,0,2.410376526,16.72028336,CSNK1G3;PRKCI;CAB39;TNKS;PRKCE;DYRK1A;STK39;LMTK2;NLK;MAPK14;DCLK1;MTOR;TTBK2;CAMKK2;MAPK9;MAPK8;AKT3;MAPK1;CDK5R1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,aerobic respiration (GO:0009060),7/28,0.001006844,0.014658598,0,0,5.303697432,36.60046731,UQCRB;PMPCB;SDHC;UQCRC2;SDHB;UQCRH;SLC25A14,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,protein K11-linked ubiquitination (GO:0070979),7/28,0.001006844,0.014658598,0,0,5.303697432,36.60046731,ANAPC13;UBE2H;UBE2E3;UBE2D3;CDC27;UBE2A;RNF4,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,cellular amino acid biosynthetic process (GO:0008652),7/28,0.001006844,0.014658598,0,0,5.303697432,36.60046731,OAT;GOT1;GLS2;GOT2;ASNS;CDO1;GLS,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,organelle fission (GO:0048285),7/28,0.001006844,0.014658598,0,0,5.303697432,36.60046731,DNM3;PEX19;OPA1;PEX11B;MFF;DNM1L;GDAP1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,DNA repair (GO:0006281),31/288,0.001017322,0.014746741,0,0,1.934444037,13.32944515,RPAIN;VCP;DDX1;PARK7;BABAM2;UBB;SUMO1;UBC;NPM1;SLC30A9;XRCC5;PARP2;RPA1;HUWE1;GTF2H1;WRNIP1;UBE2A;RAD23B;MTOR;WDR33;RAD51C;MSH2;PAPD7;ERCC3;TDP2;APEX1;UBE2V2;UBE2N;RAD17;UBE2V1;CUL4B,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,ephrin receptor signaling pathway (GO:0048013),13/82,0.001040727,0.015020711,0,0,3.005353068,20.64027094,ACTR3;ACTR2;EPHA4;WASL;AP2B1;CDC42;PAK1;ARPC2;ARPC3;RASA1;CHN1;ARHGEF7;CDK5R1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882),6/21,0.001086466,0.015546257,0,0,6.36108291,43.41327753,GSTO1;ATP2A2;ANK2;ATP1B1;CALM1;CALM2,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,mitochondrial fission (GO:0000266),6/21,0.001086466,0.015546257,0,0,6.36108291,43.41327753,DNM3;OPA1;MFF;DNM1L;GDAP1;SLC25A46,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,protein import into nucleus (GO:0006606),15/103,0.001098398,0.015649825,0,0,2.720878865,18.53980323,CEP57;RPAIN;ZFYVE9;CSE1L;HIKESHI;RANBP6;IPO7;GPN1;IPO5;KPNA2;KPNA3;RAE1;NUP58;RAN;KPNA1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,nicotinamide nucleotide metabolic process (GO:0046496),9/45,0.001135952,0.016116019,0,0,3.981340119,26.99461698,PDHX;PGAM1;PGK1;PDHB;BPGM;NMNAT2;GPD1L;PFKM;DLD,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,peptidyl-serine modification (GO:0018209),21/170,0.001169369,0.016519811,0,0,2.253946619,15.21704998,GALNT11;CSNK1G3;PRKCI;CAB39;TNKS;PARP2;PRKCE;DYRK1A;STK39;LMTK2;MAPK14;DCLK1;MTOR;TTBK2;CAMKK2;MAPK9;HPF1;MAPK8;AKT3;MAPK1;CDK5R1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,negative regulation of apoptotic process (GO:0043066),46/485,0.001189272,0.016730094,0,0,1.685804786,11.35290751,PSMD10;YWHAE;ARF4;HDAC2;ARL6IP1;GLO1;PARK7;PIK3R1;HIGD1A;PRDX3;BABAM2;BAG4;MAPK8;OPA1;DNAJB6;UBB;PDCD10;UBC;TMEM14A;SNCA;HSPA9;IGBP1;BNIP3L;EPHA4;PRKCI;NPM1;AREL1;CSNK2A1;API5;BNIP3;ASNS;LMTK2;DHCR24;YWHAZ;SOD1;UFM1;HNRNPK;COPS5;MSH2;PTRH2;RASA1;PPT1;YME1L1;CIAPIN1;BCL2L2;LAMTOR5,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,mitochondrial fragmentation involved in apoptotic process (GO:0043653),4/9,0.001226046,0.017031819,0,0,12.70743243,85.19013277,BNIP3;VPS35;MFF;DNM1L,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,peroxisome fission (GO:0016559),4/9,0.001226046,0.017031819,0,0,12.70743243,85.19013277,PEX19;PEX11B;MFF;DNM1L,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,establishment of viral latency (GO:0019043),4/9,0.001226046,0.017031819,0,0,12.70743243,85.19013277,XRCC6;XRCC5;PSIP1;PPIA,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,"nucleotide-excision repair, preincision complex assembly (GO:0006294)",7/29,0.001259915,0.017286246,0,0,5.062350858,33.79985249,UBB;ERCC3;UBC;RPA1;GTF2H1;RAD23B;CUL4B,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,protein alkylation (GO:0008213),7/29,0.001259915,0.017286246,0,0,5.062350858,33.79985249,PCMT1;VCP;VCPKMT;ETF1;SNRPD3;FAM98A;CALM1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,coenzyme biosynthetic process (GO:0009108),7/29,0.001259915,0.017286246,0,0,5.062350858,33.79985249,MOCS2;PPCS;RFK;MAT2B;PTS;MMADHC;ACAT1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,negative regulation of programmed cell death (GO:0043069),40/408,0.001312028,0.017856431,0,0,1.746326314,11.58893842,PSMD10;ARF4;HDAC2;ARL6IP1;GLO1;PARK7;PIK3R1;HIGD1A;PRDX3;BABAM2;BAG4;MAPK8;OPA1;UBB;PDCD10;UBC;TMEM14A;SNCA;HSPA9;BNIP3L;EPHA4;PRKCI;NPM1;AREL1;API5;BNIP3;ASNS;LMTK2;DHCR24;YWHAZ;PSMC5;UFM1;HNRNPK;COPS5;RASA1;PPT1;YME1L1;CIAPIN1;BCL2L2;LAMTOR5,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,positive regulation of DNA biosynthetic process (GO:2000573),10/55,0.001331088,0.017856431,0,0,3.54027542,23.44284923,CCT6A;CCT2;TNKS;XRCC5;TCP1;MAPK1;CCT8;HNRNPA1;CCT5;CCT4,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,regulation of clathrin-dependent endocytosis (GO:2000369),5/15,0.001333373,0.017856431,0,0,7.946745562,52.60779869,WASL;PIK3CB;SNAP91;PICALM;UBQLN2,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,establishment of protein localization to endoplasmic reticulum (GO:0072599),5/15,0.001333373,0.017856431,0,0,7.946745562,52.60779869,SPCS3;SPCS2;SRP54;SRPRA;RAB3GAP1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,transport along microtubule (GO:0010970),5/15,0.001333373,0.017856431,0,0,7.946745562,52.60779869,CDC42;APP;COPG1;DYNLL1;DYNC1I1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,"mitochondrial electron transport, NADH to ubiquinone (GO:0006120)",9/46,0.001338965,0.017856431,0,0,3.873530019,25.62672721,NDUFA8;NDUFB6;NDUFA5;NDUFB5;NDUFA4;NDUFB3;NDUFS4;NDUFAF1;NDUFV2,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,protein methylation (GO:0006479),9/46,0.001338965,0.017856431,0,0,3.873530019,25.62672721,PCMT1;PRMT5;VCP;VCPKMT;ETF1;SNRPD3;FAM98A;RAB6A;CALM1,GO_Biological_Process_2018,c1,AD
GO_Biological_Process_2018,positive regulation of protein kinase activity (GO:0045860),21/172,0.001357189,0.018027357,0,0,2.223854679,14.6826446,EPHA4;MAP2K4;PRNP;MAP2K1;XRCC6;RALB;CAB39;XRCC5;STK39;PRKAG2;CAMKK2;PPP2CA;GRM5;PAK1;DLG3;STK24;PDCD10;CALM1;CALM2;MAP4K3;SNCA,GO_Biological_Process_2018,c1,AD
